,id,turns,victory_status,winner,white_rating,black_rating,moves,opening_name,opening_ply
14717,cffDTt7A,62,mate,black,1141,1309,e4 d6 d4 e5 dxe5 dxe5 Nf3 Nc6 Nc3 Nf6 Bc4 g6 O-O Bg7 Bg5 O-O Re1 Ne7 Nxe5 Nd7 Nxd7 Bxd7 e5 h6 Bxe7 Qxe7 Qd4 c5 Qd5 Be6 Qe4 b6 Bxe6 Qxe6 Nd5 Rac8 Rad1 Rfe8 h3 Bxe5 Nf4 Qe7 a4 Rc7 Rd5 Bxf4 Qxf4 Qxe1+ Kh2 Kg7 Qxc7 Qxf2 Qxa7 Qxc2 Qxb6 Re2 Rxc5 Rxg2+ Kh1 Rh2+ Kg1 Qg2#,King's Pawn Game: Maroczy Defense,4
14718,bq3cJGvK,29,outoftime,white,1224,1149,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nf6 Nc3 Nc6 Nf3 Bg4 Be2 Qd7 Bg5 O-O-O Bxf6 gxf6 d5 Ne5 Nxe5 fxe5 Bxg4 e6 dxe6 Qxd1+ Rxd1 Rd2 Rxd2,Queen's Gambit Refused: Marshall Defense,4
14719,vdvkgGOu,90,mate,black,1118,1139,e4 c5 Bd3 d5 Qf3 dxe4 Bxe4 e5 Ne2 Nf6 O-O Bg4 Qf5 Nxe4 Qxe4 Bxe2 Qxe2 Bd6 Qg4 O-O c4 Nc6 d3 Nd4 a3 h6 Bxh6 Ne6 Bd2 Rc8 b3 b6 a4 Rb8 a5 b5 Nc3 bxc4 bxc4 Rb2 Be3 Rc2 Ne4 g6 Bh6 Re8 Bg5 Nxg5 Nxg5 Rd2 Ne4 Rxd3 Ng5 Rd4 Qg3 e4 Qe3 Re5 Qg3 Rxg5 Qh3 Qf6 Qc8+ Bf8 g3 Rxc4 f4 Qd4+ Kh1 e3 Rad1 Qe4+ Kg1 e2 Qh3 Qe3+ Kh1 Rh5 Qg2 Bd6 Rxd6 e1=Q Rxe1 Qxe1+ Qg1 Qe4+ Qg2 Rc1+ Rd1 Rxd1#,Sicilian Defense,2
14720,QQqM49z7,50,outoftime,black,1150,1138,e4 e5 Nf3 f6 Nc3 c6 Bc4 Ne7 d4 d6 dxe5 fxe5 O-O Ng6 Ng5 Nd7 Nf7 Qf6 Nxh8 Nxh8 Be3 Ng6 Qd2 h6 Rad1 Nb6 Bxb6 axb6 Be2 Nf4 h3 Be6 g3 Nxh3+ Kg2 Ng5 Bh5+ Kd7 Nd5 cxd5 exd5 Bh3+ Kg1 Bxf1 Kxf1 Rxa2 Bg4+ Ke7 Qb4 Ra6,King's Pawn Game: Damiano Defense,4
14724,ZfWRDgID,29,resign,black,1630,1522,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 Bg5 O-O Nc3 h6 Bh4 Be7 Bxf6 Bxf6 Qd2 d6 h4 Be6 Bxe6 fxe6 g4 Nd4 Nxd4 exd4 Ne2 Bxh4 O-O-O,Italian Game: Giuoco Pianissimo |  Normal,8
14725,dSUzmu0n,82,mate,black,1255,1626,e4 c5 d4 cxd4 Qxd4 Nc6 Qe3 Nf6 Bc4 d6 Qb3 e6 Nf3 Be7 O-O O-O Bg5 h6 Bxf6 Bxf6 e5 dxe5 Nc3 a6 Rad1 Qc7 Ne4 b5 Nxf6+ gxf6 Be2 Bb7 Nh4 Nd4 Qg3+ Kh8 Ng6+ fxg6 Qxg6 Nxe2+ Kh1 Qg7 Qxg7+ Kxg7 Rd7+ Rf7 Rfd1 Nf4 Rxf7+ Kxf7 Rd7+ Ke8 Rxb7 Rd8 h4 Rd1+ Kh2 Rd2 Kg3 Rxc2 Rh7 Rxb2 Rxh6 Kf7 Kf3 Rxa2 h5 Kg7 Rxf6 Kxf6 h6 Ng6 h7 b4 Kg4 b3 Kh5 b2 Kh6 b1=Q g4 Qh1#,Sicilian Defense: Smith-Morra Gambit #2,3
14726,0FTYCRop,51,mate,white,1607,1590,e4 e5 Nf3 d6 d4 exd4 Nxd4 c5 Nf3 Bg4 h3 Bh5 Bc4 h6 Nc3 a6 Bf4 Nf6 Qe2 b5 Bd5 Ra7 g4 Bg6 a3 Be7 O-O-O O-O Nh4 Bh7 g5 hxg5 Bxg5 Nxd5 Nxd5 Bxg5+ Ne3 Bxh4 Qh5 Bxf2 Ng4 Bxe4 Nxf2 Bxh1 Rxh1 Nc6 Ne4 Nd4 Ng5 f6 Qh7#,Philidor Defense: Exchange Variation #2,7
14727,FwXAjBQZ,55,resign,white,1588,1630,f4 d5 Nf3 c5 e3 Nc6 b3 Nf6 Bb2 e6 c3 b6 Bd3 Bb7 Bc2 Bd6 O-O O-O d4 cxd4 exd4 Re8 Qd3 Bxf4 Nbd2 Bxd2 Qxd2 Qd6 Qd3 e5 dxe5 Nxe5 Nxe5 Rxe5 c4 Rg5 Bxf6 Qxf6 Qxh7+ Kf8 Qh8+ Ke7 Rae1+ Kd6 Qh3 Qd4+ Kh1 dxc4 Rg1 Qxg1+ Rxg1 Re8 bxc4 Re2 Qd3+,Bird Opening: Dutch Variation,2
14729,9m1qxLbB,87,resign,white,1626,1534,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nf3 Nf6 Nc3 Bc5 Bg5 Be7 Bc4 O-O Qd2 d6 h3 h6 Bxf6 Bxf6 O-O-O Be7 Nd5 Be6 Nxe7+ Nxe7 Bxe6 fxe6 Qxd6 Qxd6 Rxd6 Rf6 Nxe5 Rxf2 Rxe6 Re8 g4 Kf8 Rd6 b5 Nd7+ Kg8 Rd2 Rxd2 Kxd2 Nc6 Nc5 a5 b3 a4 Re1 axb3 axb3 Kf7 c4 bxc4 bxc4 Ne5 Rf1+ Kg6 Kc3 Kg5 Rf5+ Kh4 Rh5+ Kg3 Nd3 Nf3 e5 g6 Rxh6 Nxe5 Nxe5 Rxe5 Rxg6 Re3+ Kd4 Rf3 c5 Kxh3 c6 Rf4+ Kd5 Rxg4 Rxg4,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,11
14730,IpONOq17,73,resign,white,1483,1661,e4 c5 Nf3 d6 Bc4 e6 c3 Nc6 d4 cxd4 cxd4 Nf6 Nc3 a6 O-O b5 Bd3 h6 a4 Bb7 axb5 axb5 Rxa8 Qxa8 Bxb5 Be7 Bxc6+ Bxc6 e5 dxe5 dxe5 Nd7 Re1 Bxf3 Qxf3 Qxf3 gxf3 Bb4 Bd2 Ke7 Ra1 Nxe5 Kg2 Rd8 Be1 Nd3 Rb1 Rc8 Kf1 Nxb2 Nd5+ exd5 Bxb4+ Ke6 Rxb2 g6 Bd2 h5 Ke2 Kf5 Rb5 Ke6 Ke3 Kd6 Kd4 Rc4+ Kd3 Rh4 Rb7 Ke6 Rb6+ Ke7 Bg5+,Sicilian Defense,4
14731,E0s1NMIM,62,resign,white,1650,1421,e4 e5 Nf3 d5 exd5 e4 Nd4 Qxd5 Nb3 f5 Nc3 Qd6 d3 Nf6 dxe4 Qxd1+ Kxd1 Nxe4 Nxe4 fxe4 Bf4 c6 Bc4 Bg4+ Be2 Bxe2+ Kxe2 Na6 Ke3 O-O-O Rhd1 Re8 Nd2 Bc5+ Ke2 h6 Be3 g5 Bxc5 Nxc5 b4 Na4 Ke3 Rhf8 Rf1 h5 Nxe4 Nc3 f3 g4 Kd3 gxf3 Nd6+ Kd7 Nxe8 fxg2 Rxf8 Nxa2 Rg1 Nxb4+ Kd2 h4,Elephant Gambit: Paulsen Countergambit,6
14732,No5GaSYA,54,mate,black,1431,1637,e4 c5 e5 Nc6 f4 d6 Bb5 Bd7 Nf3 dxe5 Bxc6 Bxc6 fxe5 e6 c3 f6 d4 cxd4 cxd4 fxe5 dxe5 Bc5 Qxd8+ Rxd8 Nc3 Bxf3 gxf3 Ne7 Bg5 h6 Bxe7 Kxe7 f4 g5 fxg5 hxg5 Rg1 Rxh2 Rxg5 Rxb2 Rg7+ Kf8 Rg6 Bb4 Rf6+ Ke7 Rc1 Rd3 a3 Bxc3+ Rxc3 Rxc3 a4 Rc1#,Sicilian Defense,2
14735,mXsLz231,8,resign,white,1507,1651,Nf3 d6 d4 Nf6 d5 g6 e4 Nxe4,Indian Game: Wade-Tartakower Defense,4
14736,Tr3fqeyx,40,resign,black,1902,1759,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 Nc3 d5 Qe2 Be7 Nxe4 dxe4 Qxe4 O-O d4 Bb4+ c3 Re8 Ne5 Bd6 Bd3 g6 O-O f6 Qd5+ Be6 Qxb7 Nd7 Nxd7 Qxd7 Qf3 c6 Qxf6 Bd5 Bf4 Qg4 g3 Qf3,Russian Game: Nimzowitsch Attack,9
14737,TmZU6Bjf,53,resign,white,1760,1771,Nc3 Nf6 d4 e6 Nf3 Bb4 Bd2 d5 g3 Nbd7 Bg2 b6 O-O O-O Qe1 Ba6 Nxd5 Bxd2 Nxf6+ Nxf6 Qxd2 Ne4 Qe3 f5 Ne5 Bb7 Rad1 Bd5 c4 Bb7 Bxe4 Bxe4 f3 Bb7 Rd3 Re8 Kg2 Qe7 Rc1 Qb4 Rb3 Qd6 c5 Qd5 cxb6 cxb6 Rc7 Rac8 Rd7 Qxb3 axb3 Bd5 Qg5,Van Geet Opening,1
14738,AtpDLc1U,49,resign,white,1764,1622,e4 e5 f4 f5 Bc4 Nc6 Nc3 Nf6 exf5 exf4 Nf3 d6 Nh4 Ne5 Be2 Be7 Bh5+ g6 fxg6 hxg6 Bxg6+ Nxg6 Nxg6 Rg8 Nxf4 Bg4 Nce2 Qd7 d3 O-O-O Be3 Bxe2 Qxe2 Ng4 Bxa7 Bg5 O-O Nxh2 Kxh2 Rh8+ Nh3 Rxh3+ gxh3 Rh8 Qf3 d5 Bd4 Qd6+ Qg3,King's Gambit: Panteldakis Countergambit,4
14745,6nhmCTTc,41,mate,white,1417,1407,c4 Nf6 d4 g6 d5 e6 a3 Bg7 Nc3 O-O Nf3 c6 Bg5 cxd5 Rc1 Nc6 b4 a6 e3 dxc4 Bxc4 b5 Be2 Re8 Ne4 Bb7 Nd6 Rb8 Rc5 Re7 Nd4 Nxd4 Qxd4 Qb6 Nxb7 Rxb7 Bxf6 Bxf6 Qxf6 Kf8 Qh8#,Indian Game: Anti-Gruenfeld |  Advance Variation,5
14746,Y3N4LPpJ,74,mate,black,1417,1454,e4 e5 Nf3 d6 d4 Bg4 dxe5 Bxf3 Qxf3 dxe5 Bc4 Nf6 Qb3 Bb4+ Bd2 Bxd2+ Nxd2 O-O Nf3 b6 O-O Nc6 Bd5 Nxd5 exd5 Nd4 Nxe5 Nxb3 cxb3 Qxd5 Rad1 Qxe5 Rde1 Qxb2 f4 Qxa2 Re7 Qxb3 Rxc7 Qe3+ Rf2 Rad8 g3 Rd1+ Kg2 Rd2 Rc1 Qxf2+ Kh3 Qxh2+ Kg4 h5+ Kf3 Rf2+ Ke4 f5+ Ke5 Re8+ Kd4 Rd8+ Kc4 Rc8+ Kd4 Rxc1 Kd3 Qxg3+ Kd4 Qxf4+ Kd5 Rc5+ Ke6 Re2+ Kd7 Qd4#,Philidor Defense,5
14747,iBmsIfdQ,39,resign,white,1409,1308,e4 c5 Nf3 f6 d4 e6 Bb5 Qa5+ Nc3 a6 Bd3 g5 Nxg5 cxd4 Qh5+ Ke7 Qf7+ Kd6 Bf4+ e5 Qxf8+ Kc6 Qxc8+ Kb6 O-O Ka7 Bd2 fxg5 Nb5+ Qxb5 Bxb5 axb5 Qc5+ b6 Qa3+ Kb7 Qd6 Ra7 Qxe5,Sicilian Defense,3
14748,tTTFZKUI,56,resign,black,1316,1400,c4 Nf6 f3 e5 Qa4 Nc6 a3 d6 b4 Bd7 b5 Nd4 Bb2 Ne6 e3 c6 Nc3 Nc5 Qb4 a5 Qxc5 dxc5 Na4 b6 Bxe5 Be7 Bd3 O-O e4 Be6 Nb2 cxb5 cxb5 Qd7 a4 Rfd8 Ne2 c4 Nc3 cxd3 O-O Bc5+ Kh1 Bd4 Rac1 Bxe5 g4 Bxc3 dxc3 d2 Rcd1 Bb3 Rxd2 Qxd2 Nc4 Bxc4,English Opening: Anglo-Indian Defense,2
14749,MmrCkRzM,53,mate,white,1389,1392,d4 d5 c4 e6 Nc3 Nf6 cxd5 Nxd5 Nxd5 exd5 e3 a6 Nf3 f6 Bd3 Nc6 O-O Bd6 Re1 O-O e4 Re8 exd5 Rxe1+ Qxe1 Bb4 Qe4 g6 dxc6 bxc6 Qxc6 Bd7 Qc4+ Kg7 Qxb4 Rb8 Qd2 g5 h4 h6 d5 Bg4 Be4 Qe8 Qd4 a5 hxg5 Rb4 Qxf6+ Kg8 gxh6 Rxe4 Qg7#,Queen's Gambit Declined: Exchange Variation,7
14751,ikz43RKe,18,outoftime,black,1833,1380,e4 e5 Nf3 Nf6 Nc3 Nc6 d4 exd4 Nxd4 Bb4 Nxc6 bxc6 Bd3 d5 exd5 cxd5 O-O O-O,Four Knights Game: Scotch Variation Accepted,8
14752,YmiR2ZHL,60,resign,black,1565,1253,Nf3 d5 c4 d4 d3 c5 g3 Nc6 Bg2 e5 O-O Bd6 e3 Nf6 a3 O-O Bd2 Bf5 e4 Be6 Ng5 Bg4 f3 Bh5 Qc1 a6 f4 Be2 Rf2 Bxd3 fxe5 Nxe5 b3 Neg4 Rf3 Be2 Bf4 Bxf3 Bxf3 Ne5 Bg2 Ng6 Bxd6 Qxd6 Nd2 Rae8 Qf1 d3 Re1 Ng4 Ngf3 N6e5 h3 f5 hxg4 fxg4 Re3 gxf3 Bxf3 Qd4,Reti Opening: Advance Variation,4
14753,JgnwGNQ5,13,resign,black,1111,1187,d4 Nf6 Qd3 d5 Bg5 e6 Bxf6 Qxf6 f3 c5 dxc5 Qxb2 Qb5+,Indian Game,2
14754,sVojZV7A,80,mate,black,1264,1367,e4 e5 Nc3 Nc6 Nf3 Nf6 Bc4 d6 d3 h6 O-O Bg4 Be3 Bxf3 gxf3 Nh5 Re1 Be7 Nd5 O-O f4 exf4 Bd4 Nxd4 Qxh5 Nxc2 Nxe7+ Qxe7 Rac1 Nxe1 Rxe1 Qg5+ Kh1 Qxh5 e5 Qf3+ Kg1 Rae8 Bd5 c6 Bxf3 Rxe5 Rf1 Rfe8 d4 Rg5+ Kh1 d5 h4 Rf5 Kh2 g5 hxg5 hxg5 Kh3 Re6 Bg4 Rh6+ Kg2 Rff6 f3 Rh4 Re1 Kf8 Bh3 Rfh6 Bd7 Rh2+ Kf1 Rxb2 Re8+ Kg7 a4 Rhh2 Kg1 Rhc2 Bf5 Rc1+ Re1 Rxe1#,Four Knights Game: Italian Variation,7
14756,d7sKNsf1,61,mate,white,1169,1174,e4 e5 Nf3 Bc5 Nc3 Nc6 Bb5 Nf6 d3 h6 O-O d6 Ne2 Ng4 h3 h5 Bxc6+ bxc6 Bg5 f6 Bd2 a6 c3 Be6 d4 exd4 cxd4 Bb6 b4 f5 exf5 Bxf5 Re1 Qe7 Nf4 O-O-O Rxe7 Nf6 a4 Nd5 Rxg7 c5 dxc5 dxc5 a5 Ba7 bxc5 Bxc5 Qe2 Nb4 Bxb4 Bxb4 Qxa6+ Kb8 Rb1 Rd6 Rxb4+ Rb6 Rxb6+ cxb6 Qb7#,Four Knights Game: Spanish Variation |  Classical Variation,8
14758,eomP0DuT,18,resign,black,1347,1495,e4 e5 Nf3 d6 Bc4 a6 Ng5 Qxg5 d4 Qxg2 Qh5 Qxh1+ Bf1 Qxe4+ Be2 Qxd4 Nc3 Nf6,Philidor Defense #3,5
14759,yKYHm4Op,18,resign,black,1355,1470,e4 e6 Nf3 g6 Ng5 Qxg5 d4 Qe7 Nc3 Bg7 Nb5 Na6 Nc3 b6 Bxa6 Bxa6 d5 h5,French Defense: Knight Variation,3
14760,QrUv3AsE,51,mate,white,1359,1366,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bb4 d3 Bxc3+ bxc3 O-O d4 exd4 cxd4 d5 exd5 Nxd5 Bxd5 Qxd5 Bf4 Qd7 Ne5 Nxe5 Bxe5 Re8 c3 Qg4 h3 Qe4+ Qe2 Qxg2 Rh2 f6 Rxg2 fxe5 dxe5 Bxh3 Qc4+ Be6 Qxc7 Rab8 Rxg7+ Kf8 Rxh7 Rec8 Qg7+ Ke8 Rh8+ Bg8 Rxg8#,Four Knights Game: Italian Variation,7
14761,WsBU5Shk,45,draw,draw,1370,1228,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bb4 Ng5 O-O O-O Bxc3 dxc3 d6 Bb3 h6 Nf3 Nxe4 Qd3 Bf5 c4 g6 Nh4 Nc5 Qc3 b6 Nxf5 gxf5 Bxh6 Qh4 Bxf8 Rxf8 g3 Qh3 Qf3 e4 Qe3 Ne5 Qg5+ Kh8 Qf6+ Kg8 Qg5+ Kh8 Qf6+,Four Knights Game: Italian Variation,7
14762,L73YbAxw,36,resign,white,1351,1374,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bb4 a3 Bxc3 dxc3 Nxe4 Qd5 O-O Qxe4 Re8 Bd3 d5 Qxh7+ Kf8 Bg5 f6 Qh8+ Kf7 Qh5+ g6 Qxg6+ Kf8 Bh6+ Ke7 Bf5 Bxf5 Qxf5 Rh8 Bd2 Qe8,Four Knights Game: Italian Variation,7
14763,yZwB2tve,81,resign,black,1141,1369,e4 e5 f4 d6 Bc4 Nf6 Nc3 Nxe4 Nxe4 d5 Bb5+ c6 Bd3 dxe4 Bxe4 exf4 Nf3 Qe7 d3 Bf5 Bxf4 Bxe4 dxe4 Qxe4+ Qe2 Qxe2+ Kxe2 Bc5 Be3 Bxe3 Kxe3 Na6 Nd4 O-O Kf2 Rad8 Nf5 Rd2+ Ke3 Rxc2 Rad1 Rxg2 Rd7 Nc5 Ne7+ Kh8 Kd4 Nxd7 Nf5 Rxb2 Nd6 Rb8 Nxf7+ Kg8 Ne5 Nxe5 Kxe5 Rxa2 Ke6 Re8+ Kd7 Ree2 Kc7 a5 Kxb7 a4 Kxc6 a3 Rd1 Kf7 Rd7+ Ke6 Rxg7 Rac2+ Kb5 a2 Rxh7 a1=Q Rh6+ Qf6 Rg6,King's Gambit,3
14764,Ap1IrBGu,87,resign,white,1363,1201,e4 e5 Nf3 Nc6 Bc4 Nh6 O-O Na5 Nxe5 d6 Nxf7 Nxf7 Bxf7+ Kxf7 Qh5+ g6 Qf3+ Qf6 Qa3 Nc6 Qb3+ Qe6 Qf3+ Ke7 Re1 Ne5 Qa3 Kd8 d4 Nc4 Qb3 Na5 Qxe6 Bxe6 Nc3 Bg7 Be3 Nc4 Rad1 Nxb2 Rb1 Nc4 Rxb7 Na5 Rb5 Nc4 d5 Bf7 Ne2 Re8 Rb4 Bc3 Rxc4 Bxe1 Ra4 Rb8 Bxa7 Rb1 h3 Bd2+ Kh2 Kd7 Ng3 Be1 Kg1 Rb2 Kf1 Bc3 Rc4 Bd2 Rd4 Bc3 Rc4 Rxc2 Ne2 Rxe2 Kxe2 Be5 a4 Ra8 Bd4 Bf4 g3 g5 gxf4 Bh5+ Ke3,Italian Game,5
14765,k2v0EYFl,68,mate,black,1283,1354,d4 d5 e3 c5 c3 cxd4 cxd4 Nf6 f3 Nc6 a3 e5 Ne2 e4 fxe4 dxe4 Ng3 Bg4 Qc2 Bd6 Nxe4 Nxe4 Qxe4+ Be6 Bc4 Qd7 Bb5 Rc8 d5 O-O dxe6 Qxe6 Qxe6 fxe6 Bd2 Ne5 Nc3 Ng4 Bc4 Rxc4 Nb5 Rc6 Nxa7 Ra6 Nb5 Rb6 Nd4 Re8 b4 e5 Nf3 e4 Ng5 Bxh2 Rc1 Bg3+ Ke2 Rf8 Rce1 Rf2+ Kd1 Rd6 Rxh7 Rdxd2+ Kc1 Rc2+ Kd1 Rfd2#,Queen's Pawn Game #2,3
14767,a3IM5ZlR,27,mate,white,1334,1400,e4 e6 Nf3 Nf6 Bd3 c5 Nc3 a6 O-O Nc6 e5 Ng8 Be4 Nge7 Ng5 g6 Re1 Nxe5 d4 cxd4 Qxd4 N5c6 Qxh8 h6 Nh7 d5 Nf6#,French Defense: Knight Variation,3
14768,C78mg5wI,19,resign,black,1348,1322,e4 e5 f4 exf4 Nf3 Nf6 Nc3 Bb4 Bc4 Bxc3 dxc3 Nxe4 Qd4 Qe7 O-O Nc6 Bxf4 Nxd4 Nxd4,King's Gambit Accepted |  Schallopp Defense,6
14769,qAjnQuMs,27,resign,black,1329,1466,e4 c5 Bc4 b6 Nf3 e6 Ng5 a6 Qf3 f6 Nxe6 dxe6 Bxe6 Bxe6 Qh5+ g6 Qf3 Bd7 Nc3 Bc6 O-O Bg7 Re1 Ne7 d3 O-O Qh3,Sicilian Defense: Bowdler Attack,3
14770,rqcPeu3M,25,mate,white,1295,1821,e4 e5 Nf3 Nc6 d3 Bb4+ c3 Bc5 Ng5 Nf6 Be2 O-O d4 exd4 cxd4 Bxd4 Qc2 d6 O-O Bg4 Bxg4 Nxg4 e5 dxe5 Qxh7#,King's Knight Opening: Normal Variation,4
14772,5JlKibRN,60,mate,black,1285,1598,e4 e5 Nc3 d6 Nf3 h6 Bc4 a6 O-O Nc6 Bd5 Nf6 Bxc6+ bxc6 d4 exd4 Qxd4 c5 Qa4+ Bd7 Qc4 Be7 Bf4 Be6 Nd5 Nxd5 exd5 Bg4 Rfe1 Bxf3 gxf3 O-O Bd2 Bh4 Qg4 Rb8 Bxh6 g6 Qc4 Re8 Qc3 Bf6 Qd3 Rb4 Qxa6 Rh4 Bd2 Be5 Ba5 Qg5+ Kf1 Rxh2 Bxc7 Rh1+ Ke2 Bc3+ Kd3 Bxe1 Bxd6 Qxd5#,Vienna Game,3
14773,SUWEHMFw,62,mate,black,1099,1279,d4 d5 Nc3 Nc6 e3 Nf6 g3 Bf5 Bg2 Nb4 Rb1 Bxc2 Qd2 Bxb1 Nf3 Bxa2 O-O Bc4 Re1 Nc6 e4 dxe4 Ng5 Nxd4 Bxe4 Nxe4 Ncxe4 f6 Ne6 Nf3+ Kg2 Nxd2 Bxd2 Bxe6 Nc5 Bd5+ f3 e5 Bc1 Bxc5 Rd1 Bxf3+ Kxf3 Qxd1+ Ke4 Qxc1 Kd5 O-O-O+ Ke6 Rhe8+ Kf7 Rg8 Ke6 Qc4+ Kf5 g6+ Kxf6 Rgf8+ Kg7 Qg8+ Kh6 Be3#,Queen's Pawn Game: Chigorin Variation,3
14775,EsroTMo9,61,mate,white,1350,1285,d4 d5 c4 dxc4 Nc3 Nc6 Nf3 Bg4 h3 Bxf3 exf3 Nxd4 Bxc4 e5 Be3 Bc5 f4 f6 a3 Qd6 Ne4 Qc6 Nxc5 Qxc5 Rc1 Qb6 fxe5 fxe5 Qh5+ Qg6 Qxe5+ Ne7 Qxd4 Nc6 Qg4 Qf6 Qe4+ Ne5 Bb5+ c6 Ba4 O-O-O O-O Rde8 Bd4 Qg5 Bxe5 Rxe5 Rxc6+ bxc6 Qxc6+ Kb8 Qd6+ Kc8 Rc1+ Kb7 Qc6+ Kb8 Qc7+ Ka8 Bc6#,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation,7
14776,QD32OPEC,63,mate,white,1383,1286,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bb4 O-O O-O d3 Bxc3 bxc3 d6 Be3 d5 Bb3 dxe4 dxe4 Qxd1 Rfxd1 Nxe4 c4 Nc3 Rd3 Nxa2 Rxa2 Be6 Ra1 e4 Rdd1 exf3 gxf3 Rfd8 Bg5 Rxd1+ Rxd1 f6 Bf4 Bh3 c5+ Kh8 Bxc7 Rc8 Bg3 Nb4 c3 Na6 Bd5 h6 Bxb7 Rxc5 Bxa6 Rxc3 Rd8+ Kh7 Rd1 Rxf3 Bd3+ Kh8 Bc2 a5 Rd8#,Four Knights Game: Italian Variation,7
14777,6M0gH6Hy,50,mate,black,1297,1313,e4 e5 Nf3 Nc6 Bc4 d6 Ng5 Qxg5 d4 Nxd4 Bxg5 Ne6 Bxe6 Bxe6 O-O h6 Bh4 g5 Bg3 O-O-O Qd3 Ne7 Qc3 Nc6 Na3 h5 h4 Be7 hxg5 h4 Bh2 Bxg5 Nb5 h3 gxh3 a6 Na3 Rxh3 f3 Rf8 Nc4 Rg8 Rfd1 Bf4+ Kf2 Rxh2+ Kf1 Bh3+ Ke1 Rg1#,Italian Game,5
14778,mQmeRjep,26,mate,black,1273,1286,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 Ng5 O-O c3 Ng4 O-O d6 Qb3 Be6 Bxe6 fxe6 Nxe6 Qh4 Nxf8+ Kxf8 Re1 Qxf2+ Kh1 Qxe1#,Italian Game: Giuoco Pianissimo |  Normal,8
14779,BTWBBxuj,33,mate,white,1282,1018,e4 e5 Nc3 Nf6 Nf3 Bc5 Nxe5 O-O Bd3 Nc6 Nf3 d6 O-O Bg4 h3 Be6 Re1 a6 e5 dxe5 Nxe5 Nxe5 Rxe5 Qd6 Re1 b5 Ne4 Nxe4 Bxe4 Rae8 Qh5 Qb6 Qxh7#,Russian Game: Three Knights Game,5
14780,zZK6BQrf,17,mate,white,1231,1295,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Bxd5 Nb4 Qf7#,Italian Game: Two Knights Defense |  Fried Liver Attack,11
14781,8iCBDNOc,32,resign,black,1306,1298,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 O-O O-O d3 d6 Bg5 h6 Bxf6 Qxf6 Nb5 Bb6 Bd5 Bg4 Bxc6 bxc6 Nc3 Rad8 Re1 d5 exd5 cxd5 Rxe5 Bxf3 d4 Bxd1,Four Knights Game: Italian Variation,8
14782,bHXgtlis,92,outoftime,black,1195,1298,e3 e5 h4 Nf6 Nf3 Nc6 b3 Bc5 Bb2 O-O Ng5 d5 f4 Bg4 Be2 Bxe2 Qxe2 exf4 O-O fxe3 dxe3 Re8 Bxf6 Qxf6 Rxf6 gxf6 Qh5 Bxe3+ Kf1 fxg5 Nc3 gxh4 Qxh4 Bd4 Qg4+ Kf8 Qg3 Re3 Qxc7 Bxc3 Qd6+ Ke8 Rd1 Rd8 Qc5 Bd4 Rxd4 Nxd4 Qxd4 Re6 Qa4+ Kf8 Qb4+ Re7 g4 Ke8 Kf2 Re4 Qb5+ Rd7 c4 dxc4 bxc4 Rxg4 c5 Kd8 Qa5+ Kc8 c6 bxc6 Qf5 Ra4 Ke3 Rxa2 Ke4 a5 Ke5 Re2+ Kf6 Kd8 Kg7 Rd5 Qxf7 Rg2+ Kf8 a4 Qe8+ Kc7 Qe7+ Kb6 Qe3+ c5,Van't Kruijs Opening,1
14783,9SLJdD3l,47,mate,white,1383,1307,e4 e5 Nf3 d5 d4 exd4 Nxd4 dxe4 Nc3 Bc5 Be3 Nc6 Bb5 a6 Bxc6+ bxc6 O-O Bxd4 Bxd4 Nf6 Re1 Bf5 h3 O-O Bxf6 Qxf6 Nxe4 Bxe4 Rxe4 Qxb2 Rb1 Qxa2 Rb7 Rfc8 Re7 Kf8 Qd7 Qxc2 Rxc7 Rxc7 Qxc7 Re8 Rxf7+ Kg8 Rxg7+ Kf8 Qf7#,Elephant Gambit,4
14784,jPu5u90q,25,resign,white,1296,1284,e4 c5 Nc3 a6 Bc4 e6 d4 cxd4 Qxd4 Nc6 Qd1 Qc7 Nf3 Nf6 O-O Ng4 Bg5 f6 Bh4 g5 Bg3 Bd6 Bxd6 Qxd6 Qxd6,Sicilian Defense: Closed Variation,3
